wavelength,s415,s445,s480,s515,s555,s590,s630,s680,s910
616,-2.566597830041604e-06,1.2209039928708402e-05,-2.8066957626875887e-05,7.62903443168012e-05,-0.0001806328633192553,0.0004399153614317461,0.0003828013633632126,-8.396527385321795e-05,1.1456753004564862e-06
617,-2.3919293287129646e-06,1.1378151442297149e-05,-2.615682940995207e-05,7.109575588556491e-05,-0.00016825353581030624,0.0004057806528481724,0.00040771019969735906,-8.856991630020747e-05,1.2063812390596311e-06
618,-2.2121399779410015e-06,1.0522919824054584e-05,-2.4190741962287363e-05,6.574957243797121e-05,-0.00015553166071018075,0.00037162416030793,0.0004321660013025509,-9.29233808766894e-05,1.263284925000489e-06
619,-2.028787639518388e-06,9.650728158859375e-06,-2.2185676510111716e-05,6.029789705213567e-05,-0.00014257424003667982,0.0003375986721142782,0.00045606166492992125,-9.698994243371816e-05,1.3158688659905366e-06
620,-1.8434431394136038e-06,8.769064772931663e-06,-2.0158829231885844e-05,5.478742038375667e-05,-0.000129489526207211,0.0003038560847709623,0.0004792934072600397,-0.00010073550912015915,1.363638959223218e-06
621,-1.6575109300056195e-06,7.884608443711033e-06,-1.8125569212108993e-05,4.925981691694625e-05,-0.00011637429519923007,0.00027053637072080967,0.000501761165361327,-0.00010412631315190374,1.4061054874198457e-06
622,-1.4724775701201762e-06,7.004418436563932e-06,-1.6102134300546415e-05,4.375916585147931e-05,-0.00010333080741618929,0.00023778472294088147,0.0005233639849592816,-0.00010712882007310209,1.4427845806722237e-06
623,-1.289626513162057e-06,6.134623035759169e-06,-1.4102576999283967e-05,3.832362708703754e-05,-9.044765552722947e-05,0.00020573081308860688,0.000544007499966221,-0.0001097108305840514,1.4732011401278942e-06
624,-1.1100597140747614e-06,5.280443830931326e-06,-1.2138925676901196e-05,3.2985843822664334e-05,-7.780069298173945e-05,0.0001744871782464824,0.0005636082600157624,-0.00011184355457016237,1.4969560827507926e-06
625,-9.347041114284106e-07,4.446292862934433e-06,-1.0221327869958508e-05,2.777334515621958e-05,-6.54538758625562e-05,0.00014414887021439772,0.0005820955648207214,-0.0001135025314523129,1.5136649439310834e-06
626,-7.642770562842631e-07,3.635586427622437e-06,-8.357611422192705e-06,2.2707414453479577e-05,-5.345673732636404e-05,0.0001147934354691973,0.0005994076275231394,-0.00011466558208324402,1.5230353551441774e-06
627,-5.993727400334222e-07,2.8511579457272825e-06,-6.554314463956038e-06,1.7805733447259473e-05,-4.1850429138426266e-05,8.648653650768464e-05,0.0006154909933836835,-0.00011531331429212019,1.5247457110130262e-06
628,-4.405054083161877e-07,2.095436063590636e-06,-4.8170078405623395e-06,1.3083502987247134e-05,-3.067034627373921e-05,5.92853988020472e-05,0.0006302982016212251,-0.00011542833216098606,1.5185767351441874e-06
629,-2.8806182571076864e-07,1.3702746479199717e-06,-3.1499726839408893e-06,8.552289646970265e-06,-1.9943477555490024e-05,3.3234381862943996e-05,0.0006437918933410925,-0.00011499685635989635,1.504309151144219e-06
630,-1.4233584686876504e-07,6.770758372032111e-07,-1.5563974521812779e-06,4.220776517374399e-06,-9.69003984068079e-06,8.367714759363392e-06,0.0006559421504243163,-0.00011400764824438956,1.481796774750826e-06
631,-3.545766903788228e-09,1.6866544068489842e-08,-3.866587595919117e-08,9.543478623789573e-08,7.478850509036718e-08,-1.5285353488677945e-05,0.0006667204757333979,-0.00011244962472217673,1.450862723006632e-06
632,1.28123869141565e-07,-6.094720376365573e-07,1.4012019415733852e-06,-3.8182532299705735e-06,9.33823186430064e-06,-3.770506300880151e-05,0.0006761116260125583,-0.00011031756183279878,1.4114689880034403e-06
633,2.5260264418570904e-07,-1.2016051594911703e-06,2.76244068091152e-06,-7.518207506607966e-06,1.809539931745998e-05,-5.887932941658107e-05,0.0006841020502657704,-0.00010760608006362425,1.3635497868232183e-06
634,3.6985065017412146e-07,-1.7593437918550897e-06,4.044603868359241e-06,-1.10032171986111e-05,2.634339414674759e-05,-7.880106841700064e-05,0.000690684204373225,-0.0001043124572516348,1.307100733938097e-06
635,4.798451997991419e-07,-2.2825713597039152e-06,5.247422813628101e-06,-1.427255327453467e-05,3.4080483124986325e-05,-9.74660815381907e-05,0.0006958542258489239,-0.0001004356823077093,1.2421510662005356e-06
636,5.825603647091586e-07,-2.7711745262083692e-06,6.370664651801443e-06,-1.7325562870397814e-05,4.1305168248687347e-05,-0.00011487063123836773,0.0006996090789597246,-9.597527561264928e-05,1.1687519481023371e-06
637,6.78000466296107e-07,-3.2251775778318684e-06,7.414356251908111e-06,-2.0162343915797656e-05,4.801762284056837e-05,-0.00013101521852849465,0.0007019512310461811,-9.093336304614526e-05,1.0870130178402224e-06
638,7.661806294317603e-07,-3.6446452784768566e-06,8.37864091543528e-06,-2.2783288129122722e-05,5.421882493596509e-05,-0.00014590230838250914,0.0007028857072154952,-8.531332786794863e-05,9.970804596764866e-07
639,8.471397466435365e-07,-4.029755728875057e-06,9.263957503187414e-06,-2.518955978447222e-05,5.9911510557778566e-05,-0.00015953868448884947,0.0007024225964361105,-7.91207181055444e-05,8.991296947258833e-07
640,9.209145497628855e-07,-4.380695125245996e-06,1.0070735919626033e-05,-2.738234491807807e-05,6.509850239026876e-05,-0.0001719313309403391,0.0007005727627572728,-7.236169103242648e-05,7.933697664834938e-07
641,9.875612168849663e-07,-4.6977306186872595e-06,1.0799540414356876e-05,-2.9363199522427995e-05,6.978344021050767e-05,-0.00018308935611628432,0.0006973496021588485,-6.504353167533919e-05,6.800287223984982e-07
642,1.0471618544565489e-06,-4.981234601637901e-06,1.1451293490703619e-05,-3.11345827185166e-05,7.39722293710918e-05,-0.00019302728933461054,0.0006927733959218319,-5.7176726843243724e-05,5.594062402086007e-07
643,1.099770479876825e-06,-5.231498511658922e-06,1.2026604179986746e-05,-3.2698191952694134e-05,7.76688315341403e-05,-0.00020175504059216474,0.0006868596844163093,-4.877010412192816e-05,4.317976121236366e-07
644,1.1454778423764358e-06,-5.448919027652793e-06,1.2526421854558772e-05,-3.405658427555234e-05,8.087932537496736e-05,-0.0002092876502380545,0.0006796300019705719,-3.983505770802645e-05,2.9754052378950686e-07
645,1.1843962981456987e-06,-5.634046642790294e-06,1.2952009358775406e-05,-3.5213208985123453e-05,8.361189420188797e-05,-0.00021564532905452507,0.0006711125227717838,-3.038613172966521e-05,1.5704282929801385e-07
646,1.216640364070899e-06,-5.7874318502422014e-06,1.3304629536992358e-05,-3.617147185517435e-05,8.587459752127593e-05,-0.00022084812750031345,0.0006613357697934704,-2.0438311046126423e-05,1.074248208056644e-08
647,1.2423742530455785e-06,-5.909843721350044e-06,1.3586028876084544e-05,-3.6936182317030735e-05,8.767881273152982e-05,-0.00022492412222978287,0.0006503377995030254,-1.0010676723900623e-05,-1.4085072948493485e-07
648,1.2617448923955364e-06,-6.0019946590407115e-06,1.3797855343154445e-05,-3.751174720256348e-05,8.903502585707145e-05,-0.0002278992956714718,0.0006381546402397432,8.782618247555078e-07,-2.9722330394032725e-07
649,1.2749186557102817e-06,-6.06465373465573e-06,1.3941909163134672e-05,-3.7903084753761775e-05,8.995488666057012e-05,-0.0002298024359153109,0.0006248257048624218,1.2208538182236414e-05,-4.5783156739571027e-07
650,1.282059755883356e-06,-6.098622401487851e-06,1.4019990560957826e-05,-3.811509145048213e-05,9.044994586314215e-05,-0.00023066217072772283,0.0006103911813106612,2.395931224623446e-05,-6.220871281953475e-07
651,1.2833669769437829e-06,-6.104847831610326e-06,1.4034293840646239e-05,-3.8153751879215835e-05,9.053442830783435e-05,-0.00023051369111874476,0.0005948992796103655,3.6106173992083656e-05,-7.893306953162897e-07
652,1.2790499064004235e-06,-6.084301483559819e-06,1.3987076000622877e-05,-3.802517031818399e-05,9.022276930099359e-05,-0.00022939273921047308,0.0005783996566049368,4.8623599900816704e-05,-9.588532750864072e-07
653,1.2693224531540754e-06,-6.038035770751055e-06,1.3880701515426088e-05,-3.773579923973084e-05,8.953029552294356e-05,-0.00022733721147214493,0.0005609443977242906,6.148514610311248e-05,-1.1299371027778326e-06
654,1.2544287758490827e-06,-5.967192156964617e-06,1.3717839375254463e-05,-3.7292874552977666e-05,8.847412878215575e-05,-0.0002243894533503483,0.0005425909493738921,7.466194470829539e-05,-1.3018176346987645e-06
655,1.2346216759136599e-06,-5.872968774395727e-06,1.3501230221050174e-05,-3.6703860669439056e-05,8.707196037603128e-05,-0.00022059325320324455,0.0005233994707420143,8.812346860251683e-05,-1.4736689297672374e-06
656,1.2101582761679572e-06,-5.756596137190831e-06,1.3233704257184884e-05,-3.59764287408902e-05,8.534195204934787e-05,-0.00021599357175464823,0.0005034317099325755,0.00010183834809766052,-1.6446314245209583e-06
657,1.1813129849998662e-06,-5.619385714374428e-06,1.2918270814889213e-05,-3.511877221029098e-05,8.330356546726618e-05,-0.00021063846597612493,0.0004827526445528365,0.00011577409871504083,-1.813868944979601e-06
658,1.1483580501013098e-06,-5.462624688507603e-06,1.2557894443679047e-05,-3.413895394780511e-05,8.097582898815254e-05,-0.00020457510103972617,0.00046142690342369715,0.0001298979767223513,-1.9804751487169376e-06
659,1.1115786833400176e-06,-5.287665006053883e-06,1.2155682994557437e-05,-3.304543942305118e-05,7.837886042745606e-05,-0.0001978531672127568,0.0004395224482135074,0.00014417560508947442,-2.1435583117329713e-06
660,1.0712817035433956e-06,-5.095980045793881e-06,1.1715021965158837e-05,-3.184740137496037e-05,7.55343746456677e-05,-0.00019052646305241775,0.0004171126919922601,0.00015856994943667965,-2.3020951441916375e-06
661,1.027791215106591e-06,-4.88909175943504e-06,1.1239422241918976e-05,-3.0554382498719695e-05,7.246499025744933e-05,-0.00018265084126085793,0.0003942734634984486,0.0001730429254070721,-2.4551062115355618e-06
662,9.814075547691067e-07,-4.668457334782362e-06,1.0732197671728717e-05,-2.9175424960464165e-05,6.919210023824468e-05,-0.00017427931881817618,0.00037107706485291583,0.00018755810786693004,-2.6016120792073694e-06
663,9.324483448381868e-07,-4.435558246104264e-06,1.0196796446623152e-05,-2.771986471512019e-05,6.573788989592133e-05,-0.00016546666624284146,0.0003475975679443366,0.00020207842354847972,-2.7406333126496855e-06
664,8.812204041412373e-07,-4.191875967669161e-06,9.636595107893786e-06,-2.6196896263751656e-05,6.212407409097025e-05,-0.00015626669211227402,0.0003239086312849577,0.0002165666047437318,-2.871175858878905e-06
665,8.280348728975994e-07,-3.9388757827698624e-06,9.054988109518015e-06,-2.4615735869555128e-05,5.837255338679416e-05,-0.00014673347554981398,0.00030008361627271865,0.00023098583743853338,-2.9922456649114248e-06
666,7.731985699346788e-07,-3.6780229746991726e-06,8.455316167415553e-06,-2.2985512747196414e-05,5.450489408155456e-05,-0.00013692040428367268,0.00027619411453772675,0.0002453006038868355,-3.1029656251734756e-06
667,7.170010285121405e-07,-3.4107018718718408e-06,7.840776696018937e-06,-2.1314833820156614e-05,5.054153587574774e-05,-0.00012687799023913414,0.00025230744184766334,0.0002594776677744521,-3.202444015665059e-06
668,6.597425853694874e-07,-3.138321089166036e-06,7.214611891475445e-06,-1.9612588919641875e-05,4.650354985977027e-05,-0.00011665829847546749,0.00022849323921261662,0.00027348258725786063,-3.289818349238637e-06
669,6.017106130704166e-07,-2.8622730504843135e-06,6.580001255531721e-06,-1.7887384969133296e-05,4.241128907275958e-05,-0.0001063116805944486,0.00020481879656424108,0.00028728203528410775,-3.364226138746669e-06
670,5.431968055705604e-07,-2.5839258932658122e-06,5.940124289934406e-06,-1.6147850654244676e-05,3.828523035579438e-05,-9.588869862245779e-05,0.00018135049957325529,0.0003008437477400856,-3.424863370746535e-06
671,4.844474822102307e-07,-2.30446965421795e-06,5.29768581025388e-06,-1.4401374219026165e-05,3.414284216278154e-05,-8.543253970450082e-05,0.00015814551044883015,0.000314139686346705,-3.47102836077922e-06
672,4.2570464093780386e-07,-2.025029606145698e-06,4.655283155945147e-06,-1.2654995713404787e-05,3.0000850135980626e-05,-7.498450718436281e-05,0.00013525724517625875,0.00032714428869695563,-3.502092516516856e-06
673,3.6717786926214175e-07,-1.7466257805125581e-06,4.015262888860658e-06,-1.091509144226034e-05,2.587434573202701e-05,-6.458187627768679e-05,0.0001127338491913783,0.00033983448121858675,-3.517500337762724e-06
674,3.090616298203327e-07,-1.4701729674405575e-06,3.37972974959326e-06,-9.187406608624466e-06,2.1776910023873104e-05,-5.4258164617893706e-05,9.061826197063725e-05,0.0003521898865770037,-3.51678403487748e-06
675,2.5155038524946483e-07,-1.1966021480273355e-06,2.750833260450542e-06,-7.477740820860532e-06,1.7722322167577308e-05,-4.404736078870968e-05,6.895246705749445e-05,0.0003641913459296298,-3.499534291926698e-06
676,1.9481331804380502e-07,-9.267066800778369e-07,2.130382602708057e-06,-5.791044964156785e-06,1.3722318587167779e-05,-3.3978403183354364e-05,4.777240236515071e-05,0.00037582237074618245,-3.4653564114021834e-06
677,1.390146410968944e-07,-6.612783022994452e-07,1.5201959139843075e-06,-4.132269923701468e-06,9.788573805702067e-06,-2.4080109952416292e-05,2.7113682856472498e-05,0.00038706665397391363,-3.413928787926887e-06
678,8.429868889937185e-08,-4.00999464314169e-07,9.218405542952433e-07,-2.5056701964365696e-06,5.931214821972415e-06,-1.4377431441850077e-05,7.006859633084512e-06,0.000397910390357516,-3.3449444345499903e-06
679,3.0797263905263844e-08,-1.4649918552450004e-07,3.367790944443195e-07,-9.15182552166719e-07,2.159539161764846e-06,-4.893303933539297e-06,-1.252096531295888e-05,0.00040834184867064857,-3.258184074878051e-06
680,-2.1389053488135642e-08,1.0174570983781422e-07,-2.3390385243742665e-07,6.362050682889802e-07,-1.5193469434943042e-06,4.354837391005597e-06,-3.144963988079743e-05,0.00041835247354382507,-3.153486906222544e-06
681,-7.217804879925763e-08,3.433434001629848e-07,-7.893072782493977e-07,2.146050953642084e-06,-5.099686703538056e-06,1.335280390131403e-05,-4.976367537239814e-05,0.000427936237330362,-3.0307944548785526e-06
682,-1.2147778441467873e-07,5.778567291095116e-07,-1.3284226987756162e-06,3.6116217800260265e-06,-8.574992896646198e-06,2.2084653428545126e-05,-6.744582623990945e-05,0.00043708646424952375,-2.8900043918624703e-06
683,-1.6921598505428115e-07,8.049424479944389e-07,-1.850461060202339e-06,5.030773977370294e-06,-1.1940177263034367e-05,3.053790077950232e-05,-8.448282568359838e-05,0.0004457981766317913,-2.7310874803218377e-06
684,-2.1532696556064837e-07,1.024289690086033e-06,-2.3547121245337663e-06,6.401559834798631e-06,-1.519062199029486e-05,3.8701213086203814e-05,-0.00010086316375355049,0.00045406736900872326,-2.5539998649779664e-06
685,-2.597329408789451e-07,1.235517157908653e-06,-2.840307126503915e-06,7.721629041979915e-06,-1.832080551184902e-05,4.6561002931334575e-05,-0.00011657233352074907,0.0004618885581662398,-2.3586830721259385e-06
686,-3.0238291858433487e-07,1.4383981778037423e-06,-3.3067086855358878e-06,8.989512654957195e-06,-2.1327211852566053e-05,5.410869300720899e-05,-0.00013160198994855584,0.0004692589960159605,-2.145122483339525e-06
687,-3.432265544607716e-07,1.6326979806249402e-06,-3.7533615083668903e-06,1.020373084870717e-05,-2.4206349797703398e-05,6.133572604657999e-05,-0.00014594519606379004,0.0004761773992524623,-1.9134204276023318e-06
688,-3.822271166768051e-07,1.8182141791771077e-06,-4.179862559564251e-06,1.1363141111263324e-05,-2.6955495704554097e-05,6.82354887047367e-05,-0.00015959765016799888,0.0004826437030623402,-1.6636353786192769e-06
689,-4.193521947929208e-07,1.9948172456553555e-06,-4.5858356727241395e-06,1.2466764146654353e-05,-2.957234685701136e-05,7.480238969933268e-05,-0.000172556704068441,0.00048865885372131,-1.3959193680231467e-06
690,-4.5458666393734515e-07,2.162426225181629e-06,-4.971146502702334e-06,1.3514219117558085e-05,-3.2055987120710114e-05,8.103425464278873e-05,-0.00018482346871426648,0.000494225210437321,-1.1104171182336134e-06
691,-4.879175599342721e-07,2.3209763538534822e-06,-5.335633835325765e-06,1.4505081662386959e-05,-3.440545084050881e-05,8.69288089453331e-05,-0.00019639988180748105,0.0004993460657313572,-8.073186687916598e-07
692,-5.193405613917667e-07,2.470451440695306e-06,-5.679261845222639e-06,1.543921032727845e-05,-3.662039137097201e-05,9.248534117139842e-05,-0.00020728962498189576,0.0005040253991464978,-4.868316013497446e-07
693,-5.488707931816022e-07,2.610924345097348e-06,-6.002182790223077e-06,1.631705123595282e-05,-3.870183626821189e-05,9.77064766184305e-05,-0.00021750123704434944,0.0005082697049859439,-1.4922781863573602e-07
694,-5.765190587836168e-07,2.7424436399864438e-06,-6.304531015471301e-06,1.7138974344665897e-05,-4.0650689286399394e-05,0.00010259458005817444,-0.00022704302427744032,0.0005120855164409394,2.0520762003889109e-07
695,-6.022961616776489e-07,2.865065993777231e-06,-6.5864229534256416e-06,1.7905284323275412e-05,-4.24676560965995e-05,0.00010715154531207016,-0.00023592298293144556,0.0005154793018893231,5.76189655362662e-07
696,-6.262366729991809e-07,2.9789452207380157e-06,-6.848225814146978e-06,1.861697134881902e-05,-4.4155113696083743e-05,0.00011138334443079598,-0.0002441549869527267,0.0005184606537150646,9.633425937814791e-07
697,-6.483686817957921e-07,3.0842270396492977e-06,-7.0902441132955515e-06,1.9274895025538186e-05,-4.571510481688234e-05,0.0001152951578677087,-0.0002517516314043214,0.0005210384254293139,1.3663112075379663e-06
698,-6.687245985069972e-07,3.1810490738037713e-06,-7.312845060932243e-06,1.988001288727153e-05,-4.7149870274131465e-05,0.00011889270716800518,-0.0002587262218400028,0.0005232218464609713,1.784734421504255e-06
699,-6.87354119140052e-07,3.2696703788112146e-06,-7.516566037633946e-06,2.0433837402241386e-05,-4.846298794393254e-05,0.00012218494038748358,-0.0002650965334461706,0.0005250223498947141,2.2181999960606753e-06
700,-7.043069397022127e-07,3.350317628330184e-06,-7.701962336663458e-06,2.0937804871205664e-05,-4.965791190044574e-05,0.00012518051499558358,-0.00027087969550855615,0.0005264510188228311,2.666283996846571e-06
701,-7.196413989846055e-07,3.4232579734582616e-06,-7.86965194568421e-06,2.139365626478001e-05,-5.073876474831389e-05,0.0001278897918990188,-0.00027609623475040746,0.000527521101105345,3.12850401579637e-06
702,-7.33415835778357e-07,3.488782851756448e-06,-8.020270765045528e-06,2.180311079144738e-05,-5.1709570050626795e-05,0.00013032288149902158,-0.00028076619992847775,0.0005282455334979334,3.604406881696958e-06
703,-7.456929102665288e-07,3.5471837007857436e-06,-8.15452634584033e-06,2.2168094399951328e-05,-5.257493323959805e-05,0.0001324913170679588,-0.00028491243009040867,0.0005286390675316199,4.093407857499157e-06
704,-7.565417647200859e-07,3.598792435546176e-06,-8.273171020876268e-06,2.249060920649985e-05,-5.333960830977071e-05,0.0001344070527274063,-0.00028855859103669773,0.0005287169862073499,4.594966061432475e-06
705,-7.660293807140252e-07,3.643924780062162e-06,-8.376921297589209e-06,2.277264644623458e-05,-5.400829973491133e-05,0.00013608190231587035,-0.00029172806437154807,0.000528494404011216,5.108511374873965e-06
706,-7.742227398233436e-07,3.6829045538459236e-06,-8.466529508786806e-06,2.3016240878562574e-05,-5.458582341053359e-05,0.00013752794019755786,-0.0002944448388457915,0.0005279867983843797,5.633473679200673e-06
707,-7.811931450149737e-07,3.7160555764096837e-06,-8.542739030933769e-06,2.322341638182451e-05,-5.5077019992539384e-05,0.0001387572908377721,-0.00029673283862019284,0.0005272096597306835,6.169282855789655e-06
708,-7.870054171679449e-07,3.7437016672656643e-06,-8.606302196837751e-06,2.339619683436108e-05,-5.548663109527768e-05,0.0001397818983378696,-0.0002986157940853164,0.0005261782840137544,6.715368786017957e-06
709,-7.917308592491896e-07,3.7661828369016992e-06,-8.657989251992308e-06,2.3536704044110107e-05,-5.5819720218144545e-05,0.00014061445831565144,-0.0003001188307771706,0.0005249089134729351,7.2711321144101714e-06
710,-7.954386135296723e-07,3.7838229048300103e-06,-8.698525660176247e-06,2.3646918365146876e-05,-5.6080979454712456e-05,0.000141266754548966,-0.0003012652657098919,0.000523416636668956,7.83601734076958e-06
711,-7.981999829763255e-07,3.7969456905628195e-06,-8.72870853591197e-06,2.3728961605409222e-05,-5.6275472304377526e-05,0.00014175146261517581,-0.00030208023733750206,0.0005217176569531167,8.409425109620772e-06
712,-8.000819491641463e-07,3.805907395563572e-06,-8.749308124693028e-06,2.3784955572834952e-05,-5.6408150844788753e-05,0.00014208105768725817,-0.0003025884449015683,0.0005198279702738204,8.990741447062112e-06
713,-8.011601364520023e-07,3.811031839344491e-06,-8.761094672012972e-06,2.3816989432162846e-05,-5.6484066195148155e-05,0.00014226814520104073,-0.00030281485892193866,0.0005177637022062804,9.579396234470649e-06
714,-8.01499365718923e-07,3.8126428414177965e-06,-8.764793641650612e-06,2.3827054418534556e-05,-5.6507860928251676e-05,0.00014232445883327562,-0.00030278273182268256,0.0005155398505724599,1.0174819353223432e-05
715,-8.011601364520023e-07,3.811039934832296e-06,-8.761094672012972e-06,2.38170003132292e-05,-5.648393001301281e-05,0.00014226102082514765,-0.0003025138562923586,0.0005131705187693301,1.0776499158402432e-05
716,-8.002051088343023e-07,3.806498366173378e-06,-8.750660532478219e-06,2.3788611611127808e-05,-5.641655699659796e-05,0.00014208851273038678,-0.00030202945662693694,0.0005106693953880689,1.1383924005089613e-05
717,-7.986904609609814e-07,3.7992933820264314e-06,-8.734100254366838e-06,2.3743585758580654e-05,-5.630972830151459e-05,0.00014181703493000594,-0.00030134949115707705,0.0005080493782963109,1.1996626103645639e-05
718,-7.966745316231666e-07,3.7896921334890396e-06,-8.712031825342263e-06,2.3683609320871628e-05,-5.616745511065838e-05,0.000141456567562387,-0.00030049373736125163,0.0005053232357348805,1.261412304600493e-05
719,-7.942070168281134e-07,3.77795367617098e-06,-8.685046364039079e-06,2.361024917155482e-05,-5.5993439102071995e-05,0.00014101644947187917,-0.0002994806679985824,0.000502502893370334,1.3235976279380607e-05
720,-7.913354518871101e-07,3.764296588243004e-06,-8.653654382005338e-06,2.35249089681891e-05,-5.579099816778026e-05,0.0001405050074606867,-0.00029832684396221236,0.0004995990324518483,1.386182034311693e-05
721,-7.881052114154775e-07,3.7489394478758603e-06,-8.618339521760247e-06,2.3428883557669845e-05,-5.5563264496896177e-05,0.00013993008736048917,-0.0002970477410321611,0.0004966216212811429,1.4491245921279475e-05
722,-7.845551879406329e-07,3.7320522603134664e-06,-8.579522731422377e-06,2.3323369857295317e-05,-5.531299887270909e-05,0.00013929863318323308,-0.0002956571556467098,0.0004935795652200922,1.512397526376988e-05
723,-7.807221132940267e-07,3.7138212217753495e-06,-8.5376070464244e-06,2.3209412449434904e-05,-5.504272685481996e-05,0.00013861696768727072,-0.0002941675666067758,0.0004904809140936219,1.575967214678487e-05
724,-7.766362372192056e-07,3.6943758600663996e-06,-8.492905938769507e-06,2.3087914462595475e-05,-5.4754565456423775e-05,0.00013789042162924784,-0.0002925895796013374,0.00048733246034659677,1.6398117293930998e-05
725,-7.723256487637493e-07,3.673869989454921e-06,-8.44576870583268e-06,2.295976814421754e-05,-5.445063169071548e-05,0.00013712428568493312,-0.00029093363238519933,0.00048414095753583863,1.7039076810388603e-05
726,-7.67818436975237e-07,3.6524331377458034e-06,-8.396481950588264e-06,2.2825778693210847e-05,-5.4132856867978186e-05,0.00013632341966066713,-0.0002892093747143503,0.0004809125888602034,1.768230218291177e-05
727,-7.631405302052807e-07,3.6301786417683244e-06,-8.345323319667657e-06,2.268671866528608e-05,-5.380304849655378e-05,0.0001354923927764319,-0.0002874258362801374,0.0004776531486381158,1.8327588753533298e-05
728,-7.583200175014596e-07,3.6072441248151785e-06,-8.292606285074048e-06,2.2543393259352977e-05,-5.346313788672539e-05,0.00013463599469703318,-0.0002855925118223889,0.0004743687552550266,1.8974746482712193e-05
729,-7.533741844315149e-07,3.583726732740033e-06,-8.238536842695248e-06,2.239640093406067e-05,-5.3114536380622975e-05,0.0001337577826003079,-0.0002837164674944193,0.00047106393268661883,1.9623570712481256e-05
730,-7.483311200430262e-07,3.5597317068843587e-06,-8.183374726476756e-06,2.2246448958721765e-05,-5.2758915304453086e-05,0.00013286199503900254,-0.00028180606125088035,0.0004677440734082049,2.027391525857818e-05
731,-7.432059492077668e-07,3.5353561931018234e-06,-8.127343844992282e-06,2.2094124910919043e-05,-5.239764885976331e-05,0.00013195202886744588,-0.0002798680362947521,0.00046441345510452785,2.0925590081461985e-05
732,-7.380181181894456e-07,3.5106811462704823e-06,-8.070614368757842e-06,2.1939907557571803e-05,-5.203191316499531e-05,0.00013103085007053848,-0.0002779082444860922,0.00046107587584113256,2.157849285214907e-05
733,-7.327849125558039e-07,3.485779425780586e-06,-8.01337438097535e-06,2.1784297427732047e-05,-5.166288433859071e-05,0.00013010143465340033,-0.00027593261519303817,0.00045773506887015835,2.2232477386377133e-05
734,-7.275171357866799e-07,3.4607238910223842e-06,-7.955776139474924e-06,2.162770800192099e-05,-5.129152803569107e-05,0.00012916617744843423,-0.0002739458634904709,0.0004543940933843306,2.288744135516257e-05
735,-7.222299127538469e-07,3.435571210410515e-06,-7.897953989400791e-06,2.1470530998527154e-05,-5.091876039066147e-05,0.00012822741316672752,-0.00027195262694519097,0.0004510558789495644,2.3543282429521777e-05
736,-7.169318862411757e-07,3.410369956871813e-06,-7.840015406868333e-06,2.1313016682076535e-05,-5.054520041320802e-05,0.00012728664484116904,-0.00026995586378226045,0.00044772231811729136,2.4199942135749834e-05
737,-7.116295383365693e-07,3.3851444168696942e-06,-7.782023086278184e-06,2.115538267389609e-05,-5.0171368071483866e-05,0.00012634520516092025,-0.000267958235112434,0.0004443950830733658,2.48573473817156e-05
738,-7.063293511279305e-07,3.359935067843187e-06,-7.724066591059828e-06,2.099782483318008e-05,-4.9797709052477436e-05,0.00012540422641075732,-0.0002659619369979849,0.00044107554786197787,2.5515468930566604e-05
739,-7.010356460071947e-07,3.3347500052800956e-06,-7.666181746585058e-06,2.084045197059198e-05,-4.94244833402653e-05,0.0001244643198240551,-0.0002639682224862102,0.00043776447728130887,2.6174292163876622e-05
740,-6.95752744366297e-07,3.309621611131644e-06,-7.608413334568615e-06,2.0683416421060664e-05,-4.9052049960476996e-05,0.00012352643732164317,-0.00026197895177103536,0.0004344630250099713,2.683377322636697e-05
741,-6.904828069012054e-07,3.284557980885636e-06,-7.550788224039345e-06,2.0526772589917866e-05,-4.868056985563614e-05,0.00012259091959097637,-0.00025999482242518263,0.0004311715928910776,2.7493912118037643e-05
742,-6.852301550038548e-07,3.2595672100298786e-06,-7.493333284026094e-06,2.037056400142898e-05,-4.831011730690744e-05,0.00012165802715775537,-0.0002580163124151467,0.00042789044017824845,2.8154723457314873e-05
743,-6.799926279782777e-07,3.234649298564371e-06,-7.436057470871807e-06,2.0214877704124793e-05,-4.794089039739688e-05,0.00012072821093184683,-0.0002560443260018636,0.0004246201242667685,2.88161780073462e-05
744,-6.74772386520442e-07,3.2098204374647247e-06,-7.378978697262383e-06,2.0059691935872598e-05,-4.757286436671621e-05,0.00011980145087281226,-0.0002540788115132799,0.0004213605673805516,2.947830500498408e-05
745,-6.695694306303473e-07,3.185072531243134e-06,-7.3220790505119245e-06,1.99050284588051e-05,-4.7206063975253665e-05,0.00011887772694021315,-0.0002521197560313821,0.00041811167878083035,3.0141104450228518e-05
746,-6.643837603079938e-07,3.160405579899599e-06,-7.26536748696338e-06,1.97508655107896e-05,-4.6840452082426885e-05,0.00011795700907339169,-0.0002501670820480901,0.0004148734066168807,3.0804576343079515e-05
747,-6.592153755533815e-07,3.1358114879463132e-06,-7.208844006616749e-06,1.9597192210759752e-05,-4.647602868823587e-05,0.00011703929727234788,-0.0002482207508093637,0.0004116456342245732,3.146877915724198e-05
748,-6.540621156705427e-07,3.111306446358889e-06,-7.152499653129085e-06,1.9444030320848248e-05,-4.611278141248649e-05,0.00011612455145620473,-0.00024628072356116284,0.0004084283227158649,3.213368365586346e-05
